Loyalty#,Demographic_Cluster_Name
951941,Low-Income East
565841,Low-Income East
561621,Low-Income East
107649,High-Income West
425687,Low-Income East
758113,Low-Income East
229094,High-Income East
508824,High-Income West
121469,High-Income East
456839,Low-Income West
912064,High-Income East
961177,High-Income West
171582,High-Income East
485845,High-Income West
273179,High-Income West
135016,High-Income East
582930,High-Income East
200663,Low-Income West
266541,High-Income East
340782,High-Income East
904317,High-Income West
556453,High-Income East
583415,High-Income West
317664,High-Income West
216445,Low-Income East
307785,Low-Income West
525866,Low-Income East
532333,Low-Income East
857912,Low-Income East
884089,Low-Income East
285202,Low-Income East
478566,Low-Income West
892079,High-Income West
742356,Low-Income East
971582,High-Income East
122797,High-Income East
717026,High-Income West
568953,High-Income West
968666,High-Income East
445008,High-Income East
123393,High-Income West
521217,High-Income East
311363,High-Income East
330988,High-Income West
696090,High-Income East
989154,High-Income East
243726,High-Income West
403463,High-Income West
775176,High-Income East
891931,High-Income East
424403,High-Income East
283929,High-Income West
477867,High-Income East
996896,High-Income East
376367,High-Income East
892219,High-Income East
929880,Low-Income East
390434,Low-Income East
644551,Low-Income East
300008,Low-Income West
354002,Low-Income West
389387,Low-Income West
409768,Low-Income East
515969,Low-Income West
595027,Low-Income East
642102,Low-Income East
109023,Low-Income East
199494,Low-Income West
271987,Low-Income West
351753,Low-Income East
408347,Low-Income West
735770,High-Income East
369141,Low-Income East
690563,Low-Income East
229636,High-Income East
304726,Low-Income East
187041,Low-Income West
510644,Low-Income East
488268,High-Income East
452439,Low-Income West
441964,Low-Income West
381308,Low-Income West
718409,Low-Income East
979168,Low-Income East
395887,High-Income East
348448,Low-Income East
736004,Low-Income East
878568,Low-Income East
608116,Low-Income West
825569,Low-Income East
705496,Low-Income East
772395,Low-Income West
153987,Low-Income East
444904,Low-Income West
759223,Low-Income East
793178,Low-Income West
114493,Low-Income East
896592,Low-Income East
873415,Low-Income West
804259,High-Income East
906346,High-Income West
212230,High-Income West
391761,Low-Income East
760645,Low-Income West
485280,High-Income East
818454,High-Income West
591476,Low-Income West
593868,High-Income East
136230,Low-Income West
749441,Low-Income East
392582,High-Income East
458773,High-Income West
713981,Low-Income East
567865,Low-Income East
292049,High-Income East
606811,High-Income East
444202,High-Income East
353486,Low-Income East
952393,Low-Income West
729677,Low-Income East
450888,Low-Income East
238063,High-Income East
853826,High-Income West
864967,High-Income East
312863,Low-Income East
582244,High-Income East
412944,Low-Income East
330694,High-Income West
846732,High-Income East
505522,High-Income East
766091,High-Income West
988927,Low-Income West
417564,Low-Income East
708337,Low-Income East
703711,High-Income West
136473,Low-Income West
669373,Low-Income East
836443,High-Income East
485557,Low-Income East
504589,Low-Income East
840326,Low-Income East
514369,Low-Income East
756592,Low-Income East
455991,High-Income West
625621,High-Income East
603079,Low-Income West
388448,High-Income East
832663,High-Income West
454440,Low-Income East
902515,Low-Income West
876569,Low-Income West
839967,High-Income West
151571,High-Income East
570784,High-Income East
170027,Low-Income East
464771,Low-Income East
292164,Low-Income West
738432,Low-Income East
463606,Low-Income West
472521,Low-Income West
872158,Low-Income East
352424,Low-Income West
100816,Low-Income East
986461,Low-Income East
183754,Low-Income East
931537,Low-Income East
215314,Low-Income West
221287,Low-Income West
797845,Low-Income East
391106,High-Income West
519766,High-Income East
442956,Low-Income East
241967,Low-Income West
419648,High-Income West
557469,High-Income East
253601,Low-Income West
941170,Low-Income East
333680,High-Income East
545917,High-Income West
444060,Low-Income East
572647,Low-Income East
311684,Low-Income East
357173,Low-Income West
489501,High-Income East
759603,Low-Income East
418958,Low-Income West
746502,Low-Income East
719213,High-Income West
774275,Low-Income West
158401,Low-Income East
472879,Low-Income East
382243,Low-Income West
178335,High-Income East
967300,High-Income West
263766,High-Income East
702915,High-Income East
979449,High-Income East
993170,High-Income East
142371,Low-Income West
887464,Low-Income East
892517,Low-Income East
428130,Low-Income East
583165,High-Income East
605343,High-Income West
204994,Low-Income West
260838,Low-Income East
565811,High-Income East
801953,High-Income West
241391,Low-Income East
331706,High-Income West
287979,Low-Income West
566696,High-Income East
954329,Low-Income West
168887,High-Income East
894799,Low-Income East
401055,High-Income East
498694,High-Income East
113558,High-Income East
781187,Low-Income West
452417,Low-Income West
741470,Low-Income East
323311,Low-Income East
519300,Low-Income West
522618,Low-Income East
583227,Low-Income East
222280,Low-Income East
927937,Low-Income West
790450,High-Income East
650420,Low-Income West
543599,Low-Income East
482673,High-Income West
708210,High-Income East
169129,Low-Income East
300678,Low-Income East
700918,High-Income West
307256,Low-Income East
378857,Low-Income West
448136,Low-Income West
791978,Low-Income East
474272,High-Income East
274817,Low-Income East
368675,Low-Income East
261767,High-Income East
584463,Low-Income East
159800,High-Income East
160773,High-Income East
496014,High-Income West
515315,High-Income East
623222,High-Income West
270266,Low-Income East
775407,Low-Income East
796627,Low-Income West
777561,High-Income West
731540,Low-Income West
455319,Low-Income East
318199,Low-Income East
804510,Low-Income West
637396,High-Income East
663133,Low-Income West
678722,Low-Income East
616183,Low-Income East
356618,Low-Income West
934893,Low-Income West
491369,Low-Income East
939593,Low-Income West
744304,High-Income West
950336,Low-Income West
721786,Low-Income East
344570,Low-Income East
927165,Low-Income East
197192,Low-Income East
711864,High-Income East
576051,Low-Income East
272551,High-Income West
385861,High-Income East
551961,Low-Income East
730008,High-Income East
313708,High-Income West
807970,High-Income East
502023,High-Income West
713039,Low-Income East
937476,Low-Income West
792332,Low-Income West
857516,High-Income East
180216,High-Income East
301793,High-Income West
802196,High-Income East
465095,High-Income West
639117,High-Income East
942779,High-Income East
151554,Low-Income East
290091,Low-Income East
280216,Low-Income West
348173,Low-Income East
452684,Low-Income West
399555,High-Income West
958941,Low-Income West
475233,Low-Income East
715184,Low-Income East
583565,Low-Income East
907038,Low-Income East
204375,Low-Income East
788515,Low-Income East
580508,Low-Income East
746235,Low-Income East
926106,Low-Income West
531976,Low-Income West
686397,Low-Income East
899287,Low-Income East
642901,Low-Income West
916478,High-Income East
658310,High-Income East
267474,High-Income West
822555,Low-Income West
675057,High-Income East
849330,High-Income West
796541,Low-Income East
183224,High-Income East
283709,High-Income East
319092,Low-Income West
845488,Low-Income East
181498,Low-Income East
337818,Low-Income West
271043,High-Income East
451183,Low-Income West
659882,Low-Income West
734727,Low-Income East
939103,Low-Income East
981434,Low-Income West
939319,Low-Income West
211524,High-Income West
404920,Low-Income East
380059,Low-Income East
159680,Low-Income West
748105,High-Income West
428383,Low-Income East
109612,Low-Income East
703621,Low-Income West
940874,Low-Income East
985757,Low-Income East
708160,Low-Income East
127185,Low-Income East
318945,Low-Income East
694021,Low-Income East
408990,Low-Income East
595624,Low-Income East
730715,Low-Income East
353648,Low-Income West
967241,Low-Income East
314713,Low-Income West
367685,Low-Income West
207576,High-Income West
252450,Low-Income West
866417,High-Income East
392206,Low-Income West
967727,Low-Income East
462833,Low-Income East
971097,Low-Income East
338346,Low-Income West
550173,High-Income West
950896,Low-Income West
354442,High-Income West
410373,Low-Income East
884505,Low-Income East
723707,High-Income West
795820,Low-Income West
155795,Low-Income West
452279,Low-Income West
431392,Low-Income West
449084,High-Income East
489549,High-Income East
530613,Low-Income East
293685,Low-Income East
213979,High-Income East
442980,Low-Income East
438383,Low-Income East
470802,Low-Income East
932453,High-Income East
153953,Low-Income East
384737,Low-Income West
137999,High-Income East
838553,High-Income West
771943,Low-Income East
201115,Low-Income West
384602,Low-Income East
281328,Low-Income East
784271,Low-Income East
983242,Low-Income West
714206,Low-Income East
279468,Low-Income West
760166,Low-Income East
616667,Low-Income West
881818,High-Income West
677963,Low-Income West
944454,Low-Income East
932270,Low-Income West
133065,Low-Income West
775724,Low-Income West
270730,High-Income East
938482,High-Income West
181852,Low-Income East
321457,High-Income East
992986,Low-Income East
215952,Low-Income East
662973,Low-Income East
800450,Low-Income East
926494,Low-Income East
262574,Low-Income East
983809,Low-Income West
552364,Low-Income West
428922,Low-Income West
399973,Low-Income West
563386,Low-Income East
814067,Low-Income West
592145,High-Income East
632974,High-Income West
559622,Low-Income East
680569,Low-Income East
384818,Low-Income East
278928,Low-Income East
572448,Low-Income West
861480,Low-Income West
146086,High-Income East
580341,Low-Income West
526349,High-Income West
262351,High-Income East
506418,High-Income West
543852,High-Income East
307631,Low-Income East
350059,Low-Income West
486776,Low-Income East
611247,High-Income East
251095,High-Income West
242812,High-Income East
822727,Low-Income East
526344,High-Income West
870522,High-Income East
337925,High-Income East
874363,High-Income West
507555,Low-Income East
920716,Low-Income West
956558,Low-Income West
966580,High-Income East
462993,High-Income East
601027,High-Income West
266536,Low-Income East
390924,Low-Income West
184035,High-Income West
632398,High-Income East
290994,Low-Income East
760672,High-Income East
483212,Low-Income East
489108,Low-Income West
450995,Low-Income East
430323,High-Income East
883055,High-Income East
762117,Low-Income East
309352,Low-Income East
631853,High-Income West
470272,Low-Income East
140042,High-Income East
486117,Low-Income East
472702,Low-Income East
