Loyalty#,merged_labels
457536,The September Loyals
805890,The January Average
679437,The December Loyals
842980,New travelers
303682,The November Loyals
849178,The May Planners
873554,The May Planners
427329,The June Loyals
505680,The September Loyals
510513,The March Loyals
231530,The September Loyals
178160,The December Loyals
423096,The September Loyals
593885,New travelers
616835,The March Loyals
699194,The Summer-Fall Hybrids
857946,The December Loyals
848973,The September Loyals
997359,The June Loyals
550839,The November Loyals
279408,The September Loyals
126262,The October Loyals
946932,The Q4 Boomerang
691332,New travelers
422750,The September Loyals
633734,The Pandemic Drop-offs
665763,New travelers
745792,The November Loyals
951616,The June Loyals
161728,New travelers
286883,The March Loyals
693138,The October Loyals
824414,The Dormant Browsers
773648,The June Loyals
950252,The Q4 Boomerang
484625,The June Loyals
798375,The September Loyals
489443,New travelers
276673,The December Loyals
733226,The Pandemic Drop-offs
855153,The Lost Holiday Drifters
162472,The Summer-Fall Hybrids
723186,The June Loyals
835693,The November Loyals
910093,The Q4 Boomerang
947367,The September Loyals
762715,The Q4 Boomerang
351966,New travelers
501209,The September Loyals
390651,New travelers
528693,The March Loyals
745600,The Pandemic Drop-offs
613709,New travelers
922703,New travelers
156959,The November Loyals
690971,The May Planners
837704,New travelers
607847,The Q4 Boomerang
771056,The May Planners
881741,New travelers
741313,The January Average
717232,The September Loyals
234973,The September Loyals
254853,The March Loyals
917423,The October Loyals
630290,The Lost Holiday Drifters
171902,The Lost Holiday Drifters
415441,The October Loyals
672893,The June Loyals
226191,The September Loyals
797432,New travelers
171908,New travelers
478792,The October Loyals
675385,The September Loyals
434620,The Summer-Fall Hybrids
833436,The November Loyals
915927,New travelers
173666,The Summer-Fall Hybrids
693659,The September Loyals
607266,New travelers
415292,New travelers
668624,The September Loyals
243294,New travelers
471170,The February Loyals
531514,The September Loyals
667692,The November Loyals
490824,The March Loyals
238607,The September Loyals
448896,The February Loyals
657865,The December Loyals
100428,The Dormant Browsers
272686,New travelers
761444,New travelers
598369,The October Loyals
389996,The Lost Holiday Drifters
833844,The Q4 Boomerang
776795,The November Loyals
173178,New travelers
146215,The January Average
747704,The Dormant Browsers
254428,New travelers
951941,The January Average
565841,The September Loyals
561621,The January Average
107649,The September Loyals
425687,The Q4 Boomerang
758113,The September Loyals
229094,The September Loyals
508824,The Dormant Browsers
121469,New travelers
456839,The May Planners
912064,The October Loyals
961177,New travelers
171582,The Lost Holiday Drifters
485845,The May Planners
273179,The September Loyals
135016,The September Loyals
582930,The June Loyals
200663,The Q4 Boomerang
266541,The Summer-Fall Hybrids
340782,The Q4 Boomerang
904317,New travelers
556453,The May Planners
583415,The May Planners
317664,The March Loyals
216445,New travelers
307785,The January Average
525866,New travelers
532333,The February Loyals
857912,The Dormant Browsers
884089,The March Loyals
285202,The Q4 Boomerang
478566,The Lost Holiday Drifters
892079,The October Loyals
742356,New travelers
971582,The February Loyals
122797,New travelers
717026,The September Loyals
568953,The January Average
968666,The Autumn Budget
445008,New travelers
123393,The February Loyals
521217,The December Loyals
311363,The September Loyals
330988,The Autumn Budget
696090,The September Loyals
989154,The December Loyals
243726,New travelers
403463,New travelers
775176,The January Average
891931,The Q4 Boomerang
424403,The November Loyals
283929,The February Loyals
477867,New travelers
996896,The June Loyals
376367,New travelers
892219,The October Loyals
929880,The May Planners
390434,The June Loyals
644551,The September Loyals
300008,The November Loyals
354002,The March Loyals
389387,New travelers
409768,New travelers
515969,The September Loyals
595027,The Summer-Fall Hybrids
642102,The September Loyals
109023,The Summer-Fall Hybrids
199494,New travelers
271987,New travelers
351753,The Dormant Browsers
408347,The Q4 Boomerang
735770,The September Loyals
369141,The June Loyals
690563,The September Loyals
229636,New travelers
304726,The December Loyals
187041,The December Loyals
510644,The Dormant Browsers
488268,The May Planners
452439,The January Average
441964,Holiday Travelers
381308,New travelers
718409,The June Loyals
979168,New travelers
395887,The June Loyals
348448,The September Loyals
736004,New travelers
878568,The May Planners
608116,The January Average
825569,The January Average
705496,The September Loyals
772395,New travelers
153987,The Q4 Boomerang
444904,New travelers
759223,The Summer-Fall Hybrids
793178,The March Loyals
114493,The September Loyals
896592,The September Loyals
873415,The September Loyals
804259,The December Loyals
906346,The January Average
212230,The September Loyals
391761,The November Loyals
760645,The November Loyals
485280,The Dormant Browsers
818454,The Q4 Boomerang
591476,The Pandemic Drop-offs
593868,The November Loyals
136230,New travelers
749441,The October Loyals
392582,The September Loyals
458773,New travelers
713981,The Pandemic Drop-offs
567865,The Q4 Boomerang
292049,The May Planners
606811,New travelers
444202,New travelers
353486,The October Loyals
952393,New travelers
729677,The February Loyals
450888,The June Loyals
238063,New travelers
853826,The December Loyals
864967,The Q4 Boomerang
312863,The November Loyals
582244,New travelers
412944,The September Loyals
330694,The Summer-Fall Hybrids
846732,The September Loyals
505522,The November Loyals
766091,The Q4 Boomerang
988927,New travelers
417564,The November Loyals
708337,New travelers
703711,The Summer-Fall Hybrids
136473,The March Loyals
669373,The February Loyals
836443,The December Loyals
485557,The June Loyals
504589,The December Loyals
840326,The September Loyals
514369,New travelers
756592,New travelers
455991,The September Loyals
625621,The October Loyals
603079,The June Loyals
388448,The September Loyals
832663,The March Loyals
454440,The December Loyals
902515,The March Loyals
876569,The June Loyals
839967,The November Loyals
151571,The Autumn Budget
570784,The December Loyals
170027,The September Loyals
464771,The Pandemic Drop-offs
292164,The October Loyals
738432,The January Average
463606,The February Loyals
472521,The September Loyals
872158,New travelers
352424,The January Average
100816,The September Loyals
986461,The March Loyals
183754,The January Average
931537,The Summer-Fall Hybrids
215314,New travelers
221287,The September Loyals
797845,The October Loyals
391106,The Summer-Fall Hybrids
519766,The Pandemic Drop-offs
442956,The March Loyals
241967,The January Average
419648,The January Average
557469,New travelers
253601,The September Loyals
941170,The September Loyals
333680,The May Planners
545917,The September Loyals
444060,The May Planners
572647,The Autumn Budget
311684,The September Loyals
357173,The May Planners
489501,The Lost Holiday Drifters
759603,The November Loyals
418958,The December Loyals
746502,The September Loyals
719213,The January Average
774275,The Dormant Browsers
158401,The Summer-Fall Hybrids
472879,The December Loyals
382243,The September Loyals
178335,The November Loyals
967300,New travelers
263766,The September Loyals
702915,The December Loyals
979449,The Pandemic Drop-offs
993170,New travelers
142371,The June Loyals
887464,The Dormant Browsers
892517,New travelers
428130,The March Loyals
583165,New travelers
605343,The Dormant Browsers
204994,The September Loyals
260838,The January Average
565811,The September Loyals
801953,The September Loyals
241391,The September Loyals
331706,The September Loyals
287979,The Dormant Browsers
566696,The September Loyals
954329,The Dormant Browsers
168887,The March Loyals
894799,The September Loyals
401055,The January Average
498694,The May Planners
113558,The December Loyals
781187,The June Loyals
452417,The October Loyals
741470,New travelers
323311,The November Loyals
519300,The February Loyals
522618,The June Loyals
583227,The June Loyals
222280,New travelers
927937,The September Loyals
790450,The June Loyals
650420,The January Average
543599,New travelers
482673,The Q4 Boomerang
708210,The February Loyals
169129,The September Loyals
300678,New travelers
700918,The January Average
307256,The February Loyals
378857,The January Average
448136,The June Loyals
791978,The October Loyals
474272,The Lost Holiday Drifters
274817,The September Loyals
368675,New travelers
261767,New travelers
584463,The October Loyals
159800,The Lost Holiday Drifters
160773,The September Loyals
496014,The June Loyals
515315,New travelers
623222,The October Loyals
270266,The January Average
775407,New travelers
796627,New travelers
777561,The March Loyals
731540,The February Loyals
455319,The December Loyals
318199,The September Loyals
804510,New travelers
637396,The June Loyals
663133,The March Loyals
678722,New travelers
616183,The Lost Holiday Drifters
356618,The May Planners
934893,The September Loyals
491369,The November Loyals
939593,New travelers
744304,The Lost Holiday Drifters
950336,The February Loyals
721786,The February Loyals
344570,The Q4 Boomerang
927165,New travelers
197192,The February Loyals
711864,The September Loyals
576051,The March Loyals
272551,New travelers
385861,The Q4 Boomerang
551961,The Lost Holiday Drifters
730008,New travelers
313708,The Summer-Fall Hybrids
807970,The Lost Holiday Drifters
502023,The Dormant Browsers
713039,The Q4 Boomerang
937476,The March Loyals
792332,The March Loyals
857516,The February Loyals
180216,The September Loyals
301793,The September Loyals
802196,The September Loyals
465095,The Q4 Boomerang
639117,The September Loyals
942779,The October Loyals
151554,The Summer-Fall Hybrids
