Loyalty#,Behavioral_Cluster_Name
425445,"Consistent low travelers
(Use points)"
410460,"Lost custumers
(Traveled more before)"
508854,"Stable average travelers
(Loyal)"
141233,"Consistent low travelers
(Use points)"
277769,"Gained customers
(Now traveling average)"
340479,"Formers Points accumulator
(2020)"
980651,"Points accumulator currently
(2021)"
513708,"Consistent low travelers
(Use points)"
796508,"Consistent low travelers
(Use points)"
304770,"Formers Points accumulator
(2020)"
729762,Low-travel individuals
654890,"Formers Points accumulator
(2020)"
716393,"Formers Points accumulator
(2020)"
751612,"Points accumulator currently
(2021)"
493427,"Formers Points accumulator
(2020)"
152016,"Gained customers
(Now traveling average)"
577151,"Gained customers
(Now traveling average)"
204042,"Points accumulator currently
(2021)"
254683,"Stable average travelers
(Loyal)"
824259,"Formers Points accumulator
(2020)"
259634,"Formers Points accumulator
(2020)"
730742,"Gained customers
(Now traveling average)"
287593,"Consistent low travelers
(Use points)"
481450,Low-travel individuals
503598,"Formers Points accumulator
(2020)"
591608,"Points accumulator currently
(2021)"
800923,"Points accumulator currently
(2021)"
127128,"Points accumulator currently
(2021)"
518249,"Stable average travelers
(Loyal)"
682308,"Consistent low travelers
(Use points)"
974114,"Stable average travelers
(Loyal)"
179719,"Consistent low travelers
(Use points)"
780944,"Consistent low travelers
(Use points)"
369458,"Formers Points accumulator
(2020)"
202585,"Consistent low travelers
(Use points)"
924719,"Stable average travelers
(Loyal)"
345608,"Formers Points accumulator
(2020)"
662268,"Points accumulator currently
(2021)"
526747,"Points accumulator currently
(2021)"
395121,"Consistent low travelers
(Use points)"
331698,"Formers Points accumulator
(2020)"
336539,"Points accumulator currently
(2021)"
586542,"Stable average travelers
(Loyal)"
792383,"Stable average travelers
(Loyal)"
274264,"Consistent low travelers
(Use points)"
117408,"Points accumulator currently
(2021)"
498644,"Points accumulator currently
(2021)"
231273,"Formers Points accumulator
(2020)"
329587,"Consistent low travelers
(Use points)"
206992,"Points accumulator currently
(2021)"
469684,"Stable average travelers
(Loyal)"
763520,"Consistent low travelers
(Use points)"
823112,"Stable average travelers
(Loyal)"
768012,"Points accumulator currently
(2021)"
399418,"Formers Points accumulator
(2020)"
734035,"Stable average travelers
(Loyal)"
468542,Low-travel individuals
894340,"Formers Points accumulator
(2020)"
192096,Low-travel individuals
400702,"Consistent low travelers
(Use points)"
416124,"Formers Points accumulator
(2020)"
456752,Low-travel individuals
466147,"Gained customers
(Now traveling average)"
837646,"Lost custumers
(Traveled more before)"
559279,"Formers Points accumulator
(2020)"
733693,"Formers Points accumulator
(2020)"
602900,"Stable average travelers
(Loyal)"
543978,"Stable average travelers
(Loyal)"
287212,"Gained customers
(Now traveling average)"
660436,"Points accumulator currently
(2021)"
220358,"Growing travelers
(Now average)"
590301,"Consistent low travelers
(Use points)"
640244,"Formers Points accumulator
(2020)"
384920,"Points accumulator currently
(2021)"
573332,"Formers Points accumulator
(2020)"
458320,"Consistent low travelers
(Use points)"
101663,"Stable average travelers
(Loyal)"
873458,"Formers Points accumulator
(2020)"
502745,"Gained customers
(Now traveling average)"
866815,Low-travel individuals
439296,"Stable average travelers
(Loyal)"
521311,"Points accumulator currently
(2021)"
683909,Low-travel individuals
856229,"Gained customers
(Now traveling average)"
235629,Low-travel individuals
173212,"Consistent low travelers
(Use points)"
476875,"Consistent low travelers
(Use points)"
330464,"Consistent low travelers
(Use points)"
743768,"Points accumulator currently
(2021)"
595325,"Formers Points accumulator
(2020)"
881198,"Stable average travelers
(Loyal)"
415090,"Consistent low travelers
(Use points)"
748286,"Lost custumers
(Traveled more before)"
949175,"Points accumulator currently
(2021)"
437810,"Consistent low travelers
(Use points)"
297869,"Points accumulator currently
(2021)"
182587,"Lost custumers
(Traveled more before)"
818391,Low-travel individuals
272812,"Stable average travelers
(Loyal)"
273357,"Formers Points accumulator
(2020)"
302908,"Points accumulator currently
(2021)"
217616,Low-travel individuals
166577,"Formers Points accumulator
(2020)"
315851,"Stable average travelers
(Loyal)"
469977,"Stable average travelers
(Loyal)"
784570,"Consistent low travelers
(Use points)"
465931,"Consistent low travelers
(Use points)"
482256,"Points accumulator currently
(2021)"
733746,"Consistent low travelers
(Use points)"
526064,"Gained customers
(Now traveling average)"
655453,"Points accumulator currently
(2021)"
130326,"Growing travelers
(Now average)"
845275,"Stable average travelers
(Loyal)"
757634,"Points accumulator currently
(2021)"
135808,"Stable average travelers
(Loyal)"
418281,"Points accumulator currently
(2021)"
508115,"Growing travelers
(Now average)"
842379,"Points accumulator currently
(2021)"
613925,"Lost custumers
(Traveled more before)"
653304,Low-travel individuals
821325,"Gained customers
(Now traveling average)"
400478,"Lost custumers
(Traveled more before)"
436081,"Consistent low travelers
(Use points)"
812282,"Stable average travelers
(Loyal)"
431277,"Consistent low travelers
(Use points)"
631821,"Consistent low travelers
(Use points)"
282930,"Consistent low travelers
(Use points)"
577405,"Points accumulator currently
(2021)"
753149,"Growing travelers
(Now average)"
222960,"Stable average travelers
(Loyal)"
397248,"Stable average travelers
(Loyal)"
785185,"Consistent low travelers
(Use points)"
418990,"Points accumulator currently
(2021)"
205465,Low-travel individuals
738141,"Gained customers
(Now traveling average)"
751820,"Stable average travelers
(Loyal)"
956191,"Points accumulator currently
(2021)"
359188,"Lost custumers
(Traveled more before)"
342958,"Gained customers
(Now traveling average)"
842236,"Formers Points accumulator
(2020)"
444686,"Formers Points accumulator
(2020)"
627107,Low-travel individuals
728748,"Growing travelers
(Now average)"
746677,"Stable average travelers
(Loyal)"
630396,"Stable average travelers
(Loyal)"
833765,"Consistent low travelers
(Use points)"
462077,"Consistent low travelers
(Use points)"
728586,"Formers Points accumulator
(2020)"
246775,"Gained customers
(Now traveling average)"
471440,"Gained customers
(Now traveling average)"
784945,"Stable average travelers
(Loyal)"
438120,"Gained customers
(Now traveling average)"
650290,"Lost custumers
(Traveled more before)"
755538,"Formers Points accumulator
(2020)"
430712,"Gained customers
(Now traveling average)"
724818,"Stable average travelers
(Loyal)"
660030,"Stable average travelers
(Loyal)"
102982,"Growing travelers
(Now average)"
630880,"Consistent low travelers
(Use points)"
803796,"Consistent low travelers
(Use points)"
917972,"Points accumulator currently
(2021)"
906623,"Points accumulator currently
(2021)"
161373,"Lost custumers
(Traveled more before)"
241038,"Points accumulator currently
(2021)"
541898,"Gained customers
(Now traveling average)"
235391,"Formers Points accumulator
(2020)"
272250,"Formers Points accumulator
(2020)"
293266,"Points accumulator currently
(2021)"
391357,"Lost custumers
(Traveled more before)"
328173,"Consistent low travelers
(Use points)"
559005,"Points accumulator currently
(2021)"
165056,"Consistent low travelers
(Use points)"
847359,"Formers Points accumulator
(2020)"
596390,"Points accumulator currently
(2021)"
913981,"Stable average travelers
(Loyal)"
727175,"Formers Points accumulator
(2020)"
437197,"Points accumulator currently
(2021)"
879462,"Stable average travelers
(Loyal)"
483747,"Lost custumers
(Traveled more before)"
993054,"Points accumulator currently
(2021)"
941361,"Formers Points accumulator
(2020)"
280603,"Stable average travelers
(Loyal)"
445370,"Stable average travelers
(Loyal)"
750710,"Consistent low travelers
(Use points)"
746171,"Consistent low travelers
(Use points)"
947641,"Gained customers
(Now traveling average)"
276746,"Consistent low travelers
(Use points)"
819765,"Stable average travelers
(Loyal)"
672170,"Formers Points accumulator
(2020)"
990268,"Formers Points accumulator
(2020)"
989256,"Points accumulator currently
(2021)"
203864,"Consistent low travelers
(Use points)"
221014,Low-travel individuals
349342,"Points accumulator currently
(2021)"
963410,"Consistent low travelers
(Use points)"
163445,"Gained customers
(Now traveling average)"
901231,"Consistent low travelers
(Use points)"
727053,"Consistent low travelers
(Use points)"
132319,"Points accumulator currently
(2021)"
629642,"Points accumulator currently
(2021)"
378181,"Growing travelers
(Now average)"
188668,"Gained customers
(Now traveling average)"
628169,"Formers Points accumulator
(2020)"
290362,"Formers Points accumulator
(2020)"
786525,"Stable average travelers
(Loyal)"
598398,"Consistent low travelers
(Use points)"
113316,"Gained customers
(Now traveling average)"
426351,"Consistent low travelers
(Use points)"
423201,"Points accumulator currently
(2021)"
401036,"Consistent low travelers
(Use points)"
896792,"Formers Points accumulator
(2020)"
831948,"Growing travelers
(Now average)"
794202,"Growing travelers
(Now average)"
447962,"Stable average travelers
(Loyal)"
871094,"Gained customers
(Now traveling average)"
628258,"Stable average travelers
(Loyal)"
782654,"Formers Points accumulator
(2020)"
736813,Low-travel individuals
485330,"Gained customers
(Now traveling average)"
428249,"Stable average travelers
(Loyal)"
483768,"Stable average travelers
(Loyal)"
837237,"Consistent low travelers
(Use points)"
170903,"Lost custumers
(Traveled more before)"
624929,"Stable average travelers
(Loyal)"
349539,"Consistent low travelers
(Use points)"
508821,"Consistent low travelers
(Use points)"
172755,"Gained customers
(Now traveling average)"
742612,"Consistent low travelers
(Use points)"
675535,"Consistent low travelers
(Use points)"
797120,Low-travel individuals
118632,"Formers Points accumulator
(2020)"
711567,"Stable average travelers
(Loyal)"
752704,"Points accumulator currently
(2021)"
343001,"Formers Points accumulator
(2020)"
618100,"Consistent low travelers
(Use points)"
335554,"Stable average travelers
(Loyal)"
569603,"Stable average travelers
(Loyal)"
672679,Low-travel individuals
183020,"Points accumulator currently
(2021)"
749566,"Formers Points accumulator
(2020)"
358900,"Points accumulator currently
(2021)"
765323,"Points accumulator currently
(2021)"
766355,Low-travel individuals
827147,"Consistent low travelers
(Use points)"
855026,"Points accumulator currently
(2021)"
817136,"Points accumulator currently
(2021)"
711577,"Points accumulator currently
(2021)"
250696,"Consistent low travelers
(Use points)"
436247,"Growing travelers
(Now average)"
763113,"Points accumulator currently
(2021)"
817191,"Points accumulator currently
(2021)"
861877,"Points accumulator currently
(2021)"
493358,"Gained customers
(Now traveling average)"
853894,"Consistent low travelers
(Use points)"
729094,"Formers Points accumulator
(2020)"
646038,"Points accumulator currently
(2021)"
981160,"Stable average travelers
(Loyal)"
276494,"Formers Points accumulator
(2020)"
644938,"Points accumulator currently
(2021)"
938981,Low-travel individuals
749459,"Growing travelers
(Now average)"
275694,"Growing travelers
(Now average)"
360435,"Consistent low travelers
(Use points)"
393604,"Gained customers
(Now traveling average)"
608241,"Points accumulator currently
(2021)"
638754,"Lost custumers
(Traveled more before)"
195368,"Formers Points accumulator
(2020)"
877945,"Stable average travelers
(Loyal)"
577535,"Stable average travelers
(Loyal)"
572263,"Points accumulator currently
(2021)"
750739,"Growing travelers
(Now average)"
392774,"Stable average travelers
(Loyal)"
458202,"Consistent low travelers
(Use points)"
506190,"Points accumulator currently
(2021)"
906564,"Lost custumers
(Traveled more before)"
841219,"Consistent low travelers
(Use points)"
196779,"Formers Points accumulator
(2020)"
596586,"Points accumulator currently
(2021)"
831253,"Formers Points accumulator
(2020)"
258141,Low-travel individuals
787525,"Stable average travelers
(Loyal)"
612650,"Lost custumers
(Traveled more before)"
956861,"Formers Points accumulator
(2020)"
343978,"Lost custumers
(Traveled more before)"
328576,"Formers Points accumulator
(2020)"
637655,"Consistent low travelers
(Use points)"
529106,"Formers Points accumulator
(2020)"
584285,"Formers Points accumulator
(2020)"
344749,Low-travel individuals
495632,Low-travel individuals
252147,Low-travel individuals
503494,Low-travel individuals
695250,"Points accumulator currently
(2021)"
535525,"Consistent low travelers
(Use points)"
480732,"Points accumulator currently
(2021)"
989666,"Formers Points accumulator
(2020)"
883574,"Consistent low travelers
(Use points)"
623144,"Formers Points accumulator
(2020)"
386082,"Gained customers
(Now traveling average)"
748717,"Stable average travelers
(Loyal)"
314941,"Points accumulator currently
(2021)"
