Loyalty#,Value_Based_Cluster_Name
174669,Reengaged Customers
174702,New Low-Value Customers
174729,Fly fanatics
174743,New engaged
174803,New engaged
174923,Fly fanatics
174996,Fly fanatics
175017,High-Value Frequent Flyers
175104,Long-tenure
175169,High-Value Frequent Flyers
175249,Long-tenure
175285,Long-tenure
175320,High-Value Frequent Flyers
175342,Long-tenure
175360,Long-tenure
175387,Lost Occasional Travelers
175488,High-Value Frequent Flyers
175528,High-Value Frequent Flyers
175584,Fly fanatics
175711,New engaged
175804,New engaged
175814,Long-tenure
175902,New Low-Value Customers
175954,High-Value Frequent Flyers
175967,New engaged
176115,Long-tenure
176142,High-Value Low transactions
176166,New engaged
176278,Long-tenure
176284,New engaged
176359,New engaged
176379,New Low-Value Customers
176480,New engaged
176521,New Low-Value Customers
176599,Long-tenure
176611,New Low-Value Customers
176688,Long-tenure
176848,New Low-Value Customers
177029,New Low-Value Customers
177146,Long-tenure
177345,New Low-Value Customers
177457,Long-tenure
177483,Fly fanatics
177518,Long-tenure
177583,New Low-Value Customers
177598,Long-tenure
177700,New engaged
177713,New engaged
177814,New Low-Value Customers
177962,High-Value Frequent Flyers
177993,New engaged
178036,Fly fanatics
178077,Long-tenure
178081,New Low-Value Customers
178157,Lost Occasional Travelers
178160,Long-tenure
178331,Fly fanatics
178335,Long-tenure
178403,New engaged
178409,Fly fanatics
178461,Lost Occasional Travelers
178540,Long-tenure
178565,New Low-Value Customers
178643,New engaged
178720,Long-tenure
178864,Long-tenure
179042,Fly fanatics
179053,New Low-Value Customers
179075,Long-tenure
179153,High-Value Frequent Flyers
179489,New Low-Value Customers
179585,New engaged
179590,Long-tenure
179603,Long-tenure
179707,High-Value Low transactions
179719,New engaged
179773,Lost Occasional Travelers
179870,High-Value Low transactions
179944,Long-tenure
179956,New Low-Value Customers
180009,Long-tenure
180024,Reengaged Customers
180137,New Low-Value Customers
180140,Long-tenure
180207,Long-tenure
180216,Fly fanatics
180219,New engaged
180231,New Low-Value Customers
180321,New Low-Value Customers
180380,Long-tenure
180411,Long-tenure
180488,High-Value Frequent Flyers
180832,Lost Occasional Travelers
180922,Long-tenure
180925,Long-tenure
180977,Long-tenure
181033,High-Value Low transactions
181139,Long-tenure
181140,New engaged
181184,High-Value Frequent Flyers
181377,New engaged
181423,Long-tenure
181607,New Low-Value Customers
181726,Long-tenure
181728,Fly fanatics
181825,Fly fanatics
181830,Fly fanatics
181852,Fly fanatics
182058,Fly fanatics
182124,Fly fanatics
182130,Long-tenure
182148,High-Value Low transactions
182159,New engaged
182184,Fly fanatics
182205,New Low-Value Customers
182235,High-Value Low transactions
182272,Long-tenure
182320,Long-tenure
182459,Long-tenure
182490,Fly fanatics
182519,New engaged
182531,Lost Occasional Travelers
182534,Long-tenure
182543,High-Value Frequent Flyers
182587,Lost Occasional Travelers
182749,Long-tenure
182782,Fly fanatics
182785,New engaged
183020,New engaged
183023,New Low-Value Customers
183025,Fly fanatics
183052,New engaged
183096,Long-tenure
183129,High-Value Frequent Flyers
183208,Long-tenure
183224,Fly fanatics
183235,High-Value Frequent Flyers
183305,Long-tenure
183374,New engaged
183388,High-Value Low transactions
183456,New Low-Value Customers
183523,Fly fanatics
183626,New engaged
183692,High-Value Low transactions
183716,Long-tenure
183748,Long-tenure
183754,New engaged
183755,Fly fanatics
183948,High-Value Frequent Flyers
184009,Long-tenure
184035,Long-tenure
184045,New engaged
184090,New Low-Value Customers
184151,New engaged
184206,Long-tenure
184306,Long-tenure
184456,High-Value Frequent Flyers
184466,Long-tenure
184478,New Low-Value Customers
184496,Long-tenure
184635,Long-tenure
184678,High-Value Frequent Flyers
184735,Fly fanatics
184754,Long-tenure
184755,New Low-Value Customers
184895,New engaged
184924,New engaged
184959,High-Value Low transactions
184976,Fly fanatics
185013,New engaged
185101,Long-tenure
185129,Long-tenure
185153,Fly fanatics
185285,New Low-Value Customers
185496,New engaged
185509,Fly fanatics
185531,Lost Occasional Travelers
185561,Long-tenure
185573,Fly fanatics
185774,High-Value Frequent Flyers
185808,Fly fanatics
185830,High-Value Frequent Flyers
185835,Long-tenure
185857,High-Value Frequent Flyers
185919,Long-tenure
186015,New engaged
186020,New engaged
186146,New Low-Value Customers
186199,Long-tenure
186246,New Low-Value Customers
186295,Long-tenure
186469,New Low-Value Customers
186539,Long-tenure
186593,Fly fanatics
186668,New engaged
186729,New Low-Value Customers
186754,Long-tenure
186807,Lost Occasional Travelers
186810,New engaged
186901,Lost Occasional Travelers
186942,New engaged
187010,New Low-Value Customers
187025,New engaged
187041,Long-tenure
187077,High-Value Frequent Flyers
187141,New Low-Value Customers
187161,Lost Occasional Travelers
187175,Fly fanatics
187291,New Low-Value Customers
187318,Long-tenure
187390,New Low-Value Customers
187435,Long-tenure
187459,New engaged
187618,New Low-Value Customers
187710,Fly fanatics
187758,New engaged
187838,High-Value Low transactions
187876,Reengaged Customers
187887,Fly fanatics
187902,New Low-Value Customers
188006,Long-tenure
188033,Long-tenure
188071,High-Value Frequent Flyers
188120,Long-tenure
188136,High-Value Frequent Flyers
188147,Fly fanatics
188307,New engaged
188318,Long-tenure
188328,New engaged
188340,Fly fanatics
188470,Lost Occasional Travelers
188542,Fly fanatics
188559,Long-tenure
188655,New engaged
188668,New engaged
188828,Fly fanatics
188893,Fly fanatics
189139,Long-tenure
189146,Lost Occasional Travelers
189158,New engaged
189197,Fly fanatics
189294,New Low-Value Customers
189329,New engaged
189611,Long-tenure
189613,High-Value Low transactions
189666,New Low-Value Customers
189707,New Low-Value Customers
189775,High-Value Frequent Flyers
189817,Long-tenure
189822,Long-tenure
189836,Fly fanatics
189854,New Low-Value Customers
189914,Long-tenure
190052,Long-tenure
190149,Fly fanatics
190227,Fly fanatics
190236,Fly fanatics
190256,Long-tenure
190405,Lost Occasional Travelers
190429,High-Value Low transactions
190465,High-Value Frequent Flyers
190524,High-Value Frequent Flyers
190529,Fly fanatics
190561,Long-tenure
190570,Lost Occasional Travelers
190716,New engaged
190720,Long-tenure
190791,New engaged
190827,New Low-Value Customers
191044,Lost Occasional Travelers
191057,Lost Occasional Travelers
191065,High-Value Frequent Flyers
191150,New Low-Value Customers
191508,New Low-Value Customers
191537,Long-tenure
191558,New Low-Value Customers
191626,High-Value Low transactions
191638,Long-tenure
191656,High-Value Low transactions
191814,High-Value Frequent Flyers
191869,Long-tenure
191917,Fly fanatics
192009,Long-tenure
192013,Long-tenure
192096,New Low-Value Customers
192098,High-Value Low transactions
192115,Long-tenure
192136,Long-tenure
192141,Long-tenure
192177,Fly fanatics
192250,Long-tenure
192355,New engaged
192405,Long-tenure
192543,New engaged
192554,Long-tenure
192556,New Low-Value Customers
192600,New engaged
192651,Long-tenure
192685,Long-tenure
192691,New engaged
192816,New Low-Value Customers
192898,Long-tenure
192994,High-Value Frequent Flyers
193020,New engaged
193037,New Low-Value Customers
193147,Long-tenure
193150,Fly fanatics
193212,New engaged
193519,High-Value Frequent Flyers
193564,Long-tenure
193665,New engaged
193722,New engaged
193747,Fly fanatics
193775,New engaged
193781,Long-tenure
193824,New engaged
193827,High-Value Frequent Flyers
193917,Long-tenure
193928,New engaged
193946,New Low-Value Customers
193953,New engaged
194009,Long-tenure
194200,New engaged
194254,Long-tenure
194297,High-Value Frequent Flyers
194394,Fly fanatics
194480,High-Value Low transactions
194482,New engaged
194493,High-Value Frequent Flyers
194571,Fly fanatics
194640,Long-tenure
194657,New Low-Value Customers
194694,Long-tenure
194709,Long-tenure
194722,High-Value Frequent Flyers
194737,High-Value Low transactions
194758,New engaged
194786,High-Value Frequent Flyers
194813,New Low-Value Customers
194855,New engaged
194859,New Low-Value Customers
194886,High-Value Frequent Flyers
194959,Long-tenure
195069,New Low-Value Customers
195137,New engaged
195150,Fly fanatics
195368,Fly fanatics
195419,Long-tenure
195594,Long-tenure
195684,New Low-Value Customers
195806,Long-tenure
195848,Fly fanatics
195895,New engaged
195960,High-Value Frequent Flyers
195977,New engaged
195994,Fly fanatics
196016,Long-tenure
196096,Lost Occasional Travelers
196202,New engaged
196240,High-Value Frequent Flyers
196367,Long-tenure
196442,Long-tenure
196467,New engaged
196469,Fly fanatics
196514,Fly fanatics
196582,Long-tenure
196583,Long-tenure
196777,New engaged
196779,New engaged
196798,Long-tenure
196812,New engaged
196845,Long-tenure
196892,New engaged
196905,Long-tenure
196992,High-Value Frequent Flyers
197062,New Low-Value Customers
197067,Fly fanatics
197086,High-Value Frequent Flyers
197096,Long-tenure
197113,Long-tenure
197138,Long-tenure
197192,New engaged
197320,Long-tenure
197509,Fly fanatics
197514,Long-tenure
197578,Long-tenure
197608,Long-tenure
197642,Long-tenure
197855,New Low-Value Customers
197890,High-Value Frequent Flyers
197973,New Low-Value Customers
198010,High-Value Frequent Flyers
198075,Long-tenure
198123,Long-tenure
198147,New engaged
198167,Fly fanatics
198424,Long-tenure
198485,New engaged
198570,New Low-Value Customers
198625,Fly fanatics
198645,New engaged
198713,New engaged
198785,New Low-Value Customers
198813,Long-tenure
198836,Fly fanatics
198900,New engaged
198961,New engaged
199021,Lost Occasional Travelers
199073,Fly fanatics
199342,Long-tenure
199358,New Low-Value Customers
199374,Fly fanatics
199405,Long-tenure
199478,High-Value Frequent Flyers
199494,New Low-Value Customers
199507,New engaged
199509,New engaged
199513,Long-tenure
199603,New engaged
199652,Fly fanatics
199792,New Low-Value Customers
199809,New engaged
199810,Long-tenure
199959,New Low-Value Customers
200012,New engaged
200065,Long-tenure
200067,Fly fanatics
200077,New Low-Value Customers
200168,High-Value Frequent Flyers
200309,Long-tenure
200321,Long-tenure
200326,New engaged
200552,High-Value Frequent Flyers
200663,New Low-Value Customers
200681,Fly fanatics
200708,High-Value Frequent Flyers
200744,New engaged
200764,Reengaged Customers
200802,New engaged
200863,New engaged
200877,Fly fanatics
200960,Long-tenure
200991,Fly fanatics
201055,New Low-Value Customers
201115,New engaged
201220,Long-tenure
201256,New engaged
201273,High-Value Low transactions
201276,New engaged
201292,Fly fanatics
201339,Long-tenure
201343,Long-tenure
201355,Long-tenure
201365,Fly fanatics
201436,Lost Occasional Travelers
201475,New Low-Value Customers
201561,New Low-Value Customers
201564,Long-tenure
201683,Long-tenure
201709,Long-tenure
201816,Fly fanatics
201891,Fly fanatics
201898,Lost Occasional Travelers
202035,New Low-Value Customers
202052,Fly fanatics
202055,High-Value Frequent Flyers
202156,Fly fanatics
202182,Long-tenure
202218,New Low-Value Customers
202248,New engaged
202293,Fly fanatics
202299,Fly fanatics
202329,New Low-Value Customers
202358,Long-tenure
202585,New engaged
202696,Fly fanatics
202716,Long-tenure
202784,Long-tenure
202807,Fly fanatics
202831,Fly fanatics
202859,New engaged
202864,New engaged
203033,Fly fanatics
203084,New engaged
203133,Long-tenure
203143,Lost Occasional Travelers
203184,Long-tenure
203293,Long-tenure
203306,New Low-Value Customers
203409,Fly fanatics
203550,Long-tenure
203577,Fly fanatics
203607,New Low-Value Customers
203625,Long-tenure
203696,Fly fanatics
203698,Long-tenure
203745,Fly fanatics
203772,High-Value Frequent Flyers
203773,New Low-Value Customers
203815,Lost Occasional Travelers
203864,New engaged
203947,Lost Occasional Travelers
203950,New engaged
203973,New Low-Value Customers
204000,High-Value Low transactions
204042,Fly fanatics
204111,Lost Occasional Travelers
204220,High-Value Frequent Flyers
204237,Lost Occasional Travelers
204311,New Low-Value Customers
204343,Long-tenure
204375,New engaged
204424,High-Value Frequent Flyers
204484,Long-tenure
204686,Long-tenure
204693,Long-tenure
204763,New engaged
204926,Lost Occasional Travelers
204935,Long-tenure
204994,Long-tenure
205087,Long-tenure
205111,Long-tenure
205156,Long-tenure
205170,Fly fanatics
205197,Long-tenure
205256,Long-tenure
205367,New engaged
205371,New engaged
205413,New engaged
205430,Fly fanatics
205445,New engaged
205465,New Low-Value Customers
205505,Long-tenure
205658,Long-tenure
205671,High-Value Frequent Flyers
205697,High-Value Low transactions
205698,Long-tenure
205785,New engaged
205826,High-Value Low transactions
206108,Long-tenure
206119,Long-tenure
206207,Long-tenure
206284,Fly fanatics
206328,New engaged
206366,Fly fanatics
206466,New Low-Value Customers
206591,Fly fanatics
206680,Long-tenure
206772,New engaged
206773,Fly fanatics
206871,New engaged
206890,Fly fanatics
206914,Long-tenure
206925,High-Value Frequent Flyers
206947,New engaged
206992,New engaged
207001,Fly fanatics
207047,New Low-Value Customers
207110,New engaged
207195,New engaged
207220,Fly fanatics
207372,New Low-Value Customers
207453,Fly fanatics
207492,Long-tenure
207500,Fly fanatics
207543,High-Value Low transactions
207576,Long-tenure
207821,New engaged
207860,Lost Occasional Travelers
207865,Fly fanatics
208234,Long-tenure
208256,Long-tenure
208323,New engaged
208329,Long-tenure
208368,New Low-Value Customers
208375,New Low-Value Customers
208517,New engaged
208553,New engaged
208584,New engaged
208586,New Low-Value Customers
208634,New engaged
208649,Long-tenure
208668,New Low-Value Customers
208787,Long-tenure
208940,Long-tenure
208961,High-Value Frequent Flyers
208967,Long-tenure
209021,New engaged
209022,Long-tenure
209058,Long-tenure
209102,High-Value Frequent Flyers
209134,New Low-Value Customers
209172,Long-tenure
209249,Long-tenure
209357,Fly fanatics
209405,Long-tenure
209675,Long-tenure
209729,Fly fanatics
209787,High-Value Frequent Flyers
209831,Fly fanatics
209850,New Low-Value Customers
209886,Long-tenure
209994,High-Value Frequent Flyers
210100,High-Value Low transactions
210148,Lost Occasional Travelers
210205,New engaged
210226,Fly fanatics
210236,Long-tenure
210247,New Low-Value Customers
210291,High-Value Low transactions
210298,Fly fanatics
210339,Long-tenure
210385,New engaged
210416,Long-tenure
210442,New Low-Value Customers
210498,Long-tenure
210630,Fly fanatics
210647,Fly fanatics
210725,High-Value Frequent Flyers
210734,New engaged
210752,Long-tenure
210755,High-Value Frequent Flyers
210761,New Low-Value Customers
210770,Fly fanatics
210815,High-Value Low transactions
210835,Long-tenure
210870,New Low-Value Customers
210910,Fly fanatics
211030,High-Value Low transactions
211043,Long-tenure
211058,Fly fanatics
211083,Long-tenure
211217,Long-tenure
211475,New Low-Value Customers
211524,New Low-Value Customers
211549,Long-tenure
211575,New engaged
211589,New engaged
211625,Long-tenure
211714,Fly fanatics
211715,Lost Occasional Travelers
211755,New engaged
211802,High-Value Low transactions
211842,New engaged
